Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,Clinical_Feasibility,Detection_Method,Sample_Type,N_Tissues,Tissues_List,Direction_Consistency,Predominant_Direction,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Max_Abs_Zscore_Delta,Std_Zscore_Delta,Signal_to_Noise,Age_Discrimination,P_Value,Biomarker_Score
COL11A1,Collagen alpha-1(XI) chain,Collagens,Core matrisome,0,Mass spectrometry,Blood,6,"NP, IAF, OAF, Ovary, Glomerular",1.0,DOWN,-0.38486300899003795,0.38486300899003795,-0.39355599136955477,0.6274079931729513,0.1623558898940146,2.370489972622954,0.38486300899003795,0.0021367796762476366,0.357515773380881
COL6A1,Collagen alpha-1(VI) chain,Collagens,Core matrisome,1,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.8,DOWN,-0.18821859479151426,0.2067208018697774,-0.2165626701448132,0.4651261090186466,0.17627207478996823,1.1727371003948837,0.2067208018697774,0.008170998321293456,0.37019102044833735
COL6A2,Collagen alpha-2(VI) chain,Collagens,Core matrisome,1,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.7,DOWN,-0.11689203379887134,0.2468509982705623,-0.17147266858054183,0.5809269096345178,0.2864051697139843,0.8618943523857395,0.2468509982705623,0.22899750374582536,0.3341278993660018
COL6A3,Collagen alpha-3(VI) chain,Collagens,Core matrisome,1,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",1.0,DOWN,-0.23693761302975114,0.23693761302975114,-0.1386287803371073,1.014910698459989,0.29356595738925984,0.8071018013699007,0.23693761302975114,0.031078272535028505,0.4124328147009598
BMP1,Bone morphogenetic protein 1,ECM Regulators,Matrisome-associated,2,ELISA,Blood,2,"NP, IAF",0.5,DOWN,-0.24181520521047228,0.2434033965262603,-0.24181520521047228,0.4852186017367326,0.3442243844951136,0.7071067811865476,0.2434033965262603,,0.2965105094789391
VCAN,Versican core protein,Proteoglycans,Core matrisome,3,ELISA (versikine),Blood,10,"NP, IAF, OAF, Lung, Ovary",0.75,DOWN,-0.1628016036964313,0.24178853903960276,-0.1782966961976562,0.6165409228507808,0.2585222728781935,0.9352715970957168,0.24178853903960276,0.05173142821107854,0.5210951380348325
P4HA1,Prolyl 4-hydroxylase subunit alpha-1,ECM Regulators,Matrisome-associated,2,ELISA,Blood,6,"NP, IAF, OAF, Lung, Native_Tissue",0.8333333333333334,DOWN,-0.2589751682382858,0.2820061786622898,-0.2512967835536085,0.5606351581311475,0.2505120774365144,1.1257188936679379,0.2820061786622898,0.05238665296958739,0.4637289281690514
COL11A2,Collagen alpha-2(XI) chain,Collagens,Core matrisome,0,Mass spectrometry,Blood,5,"NP, IAF, OAF, Glomerular, Tubulointerstitial",0.8,DOWN,-0.5354841120873555,0.7913010413229076,-0.7750364855677185,1.1913470385521912,0.7162884479644803,1.1047240026997434,0.7913010413229076,0.16991306767890063,0.3617038494305461
NID1,Nidogen-1,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.5,DOWN,-0.1104290606170093,0.20003826405315933,-0.029987905161044402,0.7606689839088001,0.28992293710424255,0.6899704661216062,0.20003826405315933,0.2591208770677285,0.28409365190120106
TIMP2,Metalloproteinase inhibitor 2,ECM Regulators,Matrisome-associated,4,ELISA,Blood,3,"NP, IAF, OAF",0.6666666666666666,DOWN,-0.04418391496097246,0.07776581770651719,-0.0824415603284977,0.1004830386727368,0.08238392239537384,0.9439441027498835,0.07776581770651719,0.45099205740262327,0.5198990002490487
ACAN,Aggrecan core protein;Aggrecan core protein 2,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,5,"NP, IAF, OAF, Glomerular, Tubulointerstitial",0.6,UP,0.04174398552878804,0.10652326841533548,0.0681423338839402,0.1865698973882454,0.1233435305481458,0.8636307712446685,0.10652326841533548,0.4913166815096752,0.1868468221113328
LGALS3,Galectin-3,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.6,DOWN,-0.17798952279439367,0.4057232854677137,-0.0964836969728122,0.9282406320247194,0.5443299047881727,0.745362843192681,0.4057232854677137,0.3281073940026857,0.24804775341988847
IGFBP3,Insulin-like growth factor-binding protein 3,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,4,"NP, IAF, OAF, Native_Tissue",1.0,UP,0.09365598338169633,0.09365598338169633,0.0859093538905558,0.165057363940024,0.060174994584686246,1.5563937151650455,0.09365598338169633,0.05276683230914787,0.3887717142763397
ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,ECM Regulators,Matrisome-associated,2,ELISA,Blood,7,"NP, IAF, OAF, Lung, Ovary",0.7142857142857143,UP,0.6666541582062119,1.062881068915255,0.2511965449163372,2.5172699438646413,1.3263388423375575,0.8013646550846834,1.062881068915255,0.2318939246761481,0.5390999107268164
ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,ECM Regulators,Matrisome-associated,2,ELISA,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.7,UP,0.5338200839586703,0.7448794250647542,0.2892304122761128,2.511990422314238,0.9865262258814255,0.7550528364304065,0.7448794250647542,0.12121588077192015,0.4996103256825212
ANXA7,Annexin A7,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.8,DOWN,-0.22539963077476707,0.37165239280606144,-0.20372273285232445,0.9664478193468556,0.4446962800085605,0.8357443259901051,0.37165239280606144,0.14343398059068774,0.3014044608618405
OGN,Mimecan,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.8,UP,0.1544387370502403,0.25038357403134925,0.1813763347399908,0.5057852215283123,0.2562913497593241,0.9769489850768562,0.25038357403134925,0.08909251642281879,0.2886482844624205
COL9A1,Collagen alpha-1(IX) chain,Collagens,Core matrisome,0,Mass spectrometry,Blood,3,"NP, IAF, OAF",1.0,DOWN,-0.8655147365797496,0.8655147365797496,-0.8291253669870793,1.0539302420416647,0.1731134525465237,4.999696579600856,0.8655147365797496,0.013074013303209162,0.42851980915664156
COL5A1,Collagen alpha-1(V) chain,Collagens,Core matrisome,1,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.8,DOWN,-0.3305389299163704,0.373521457335352,-0.29061425341346525,0.8189694314837261,0.3207521365672764,1.164517441201853,0.373521457335352,0.009858184451040175,0.3950424001551988
PTN,Pleiotrophin,Secreted Factors,Matrisome-associated,2,ELISA,Blood,3,"NP, IAF, OAF",0.6666666666666666,DOWN,-0.17059357445175224,0.3694134008373315,-0.1443373224528046,0.6656731404808209,0.4824875476355575,0.7656433884100248,0.3694134008373315,0.6026236860923043,0.3884829748497026
BGN,Biglycan,Proteoglycans,Core matrisome,2,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.5454545454545454,DOWN,0.06618446882578416,0.1651034663540924,-0.0024775106625811,0.8209965788521635,0.2806252478424249,0.588341454033389,0.1651034663540924,0.4522126767275807,0.34863516137126493
TGM2,Protein-glutamine gamma-glutamyltransferase 2,ECM Regulators,Matrisome-associated,2,ELISA,Blood,9,"NP, IAF, OAF, Lung, Ovary",0.6666666666666666,DOWN,-0.09321735881570616,0.14415896401788894,-0.0760084037021099,0.3068178594239061,0.1584514074151093,0.9097992019737814,0.14415896401788894,0.11557960633783093,0.40339921730223366
TNXB,Tenascin-X,ECM Glycoproteins,Core matrisome,2,Mass spectrometry,Blood,8,"NP, IAF, OAF, Lung, Ovary",0.875,DOWN,-0.6400983568310905,0.7047557533071689,-0.5040375891732015,1.720048086454533,0.6529983223478175,1.0792612005085411,0.7047557533071689,0.02759252780429385,0.537954110215646
FBLN1,Fibulin-1,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,9,"NP, IAF, OAF, Lung, Ovary",0.5454545454545454,DOWN,0.03147629050623903,0.22747877559823448,-0.1152935877260124,0.5020289882661395,0.26944265126235767,0.8442567445520615,0.22747877559823448,0.7065430062213072,0.25255842480851354
S100A1,Protein S100-A1,Secreted Factors,Matrisome-associated,2,ELISA,Blood,4,"NP, IAF, OAF, Native_Tissue",0.75,DOWN,-0.19408738246277257,0.2412572439532571,-0.2550139538475461,0.3606613451369672,0.20903068579264653,1.1541714224321042,0.2412572439532571,0.16030280339419156,0.4301583062535695
IGFBP5,Insulin-like growth factor-binding protein 5,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,3,"NP, IAF, OAF",1.0,DOWN,-0.21486714605610127,0.21486714605610127,-0.116846889546705,0.4393090765280039,0.19489046986397826,1.1025020679875497,0.21486714605610127,0.1963829790194228,0.39259177400647294
TNC,Tenascin,ECM Glycoproteins,Core matrisome,2,Mass spectrometry,Blood,9,"NP, IAF, OAF, Lung, Ovary",0.6,DOWN,-0.15425800407577311,0.2662055230364394,-0.0836305260789128,0.7543994522393277,0.34109310816663246,0.7804482607909844,0.2662055230364394,0.18646500892127205,0.40128432756333876
S100A4,Protein S100-A4,Secreted Factors,Matrisome-associated,2,ELISA,Blood,6,"NP, IAF, OAF, Lung, Ovary",0.6666666666666666,DOWN,-0.05193576148283907,0.1398374483127567,-0.03289490471973655,0.2952211003722323,0.18188005606208316,0.7688443215842446,0.1398374483127567,0.5154641102203126,0.36276253955821564
COL8A1,Collagen alpha-1(VIII) chain;Vastatin,Collagens,Core matrisome,0,Mass spectrometry,Blood,7,"NP, IAF, OAF, Lung, Native_Tissue",0.8571428571428571,DOWN,-0.04476046992011965,0.47564460114452206,-0.1086762921868134,1.5080944592854084,0.7468906954113058,0.6368329449901488,0.47564460114452206,0.8792197189071775,0.25485328970953197
LOX,Protein-lysine 6-oxidase,ECM Regulators,Matrisome-associated,2,ELISA,Blood,5,"NP, IAF, OAF, Lung, Skin dermis",0.8,DOWN,-0.36842492875430766,0.41452784316970526,-0.4760866037947848,0.7027047655255565,0.3137785695838093,1.3210839851795109,0.41452784316970526,0.058461695696238124,0.476333006905832
CTGF,Connective tissue growth factor,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,3,"NP, IAF, OAF",0.6666666666666666,DOWN,-0.03305653944382437,0.09712783937776115,-0.0911816994596022,0.1040948687727761,0.11204504772727451,0.8668641885376059,0.09712783937776115,0.6601690472899557,0.26188560451100196
SERPINA4,Kallistatin,ECM Regulators,Matrisome-associated,2,ELISA,Blood,7,"NP, IAF, OAF, Native_Tissue, Skin dermis",0.7142857142857143,UP,0.7310964947436301,0.765182077237892,0.3864346680960588,2.4556224647127616,0.9406220176703922,0.8134851862525964,0.765182077237892,0.08548078498768585,0.5090863759440581
SERPINB1,Leukocyte elastase inhibitor,ECM Regulators,Matrisome-associated,2,ELISA,Blood,8,"NP, IAF, OAF, Native_Tissue, Skin dermis",0.5,DOWN,-0.022516802025168814,0.3266128601146387,-0.017799255861466502,0.5506902644175629,0.38195438769897266,0.8551095906562803,0.3266128601146387,0.8722888001456822,0.32176304900262764
S100A11,"Protein S100-A11;Protein S100-A11, N-terminally processed",Secreted Factors,Matrisome-associated,2,ELISA,Blood,9,"NP, IAF, OAF, Lung, Ovary",0.7777777777777778,DOWN,-0.14847816061864283,0.25996618667140914,-0.0589513080254963,0.5367977348998474,0.3114037536988355,0.834820337210281,0.25996618667140914,0.1904740129334465,0.4355030822629223
GPC1,Glypican-1;Secreted glypican-1,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,6,"NP, IAF, OAF, Ovary, Native_Tissue",0.8333333333333334,DOWN,-0.21373530369415628,0.29105611637121376,-0.2673513667020005,0.4792616787465491,0.25340023985738275,1.1486023712330513,0.29105611637121376,0.09370690162981873,0.30095439395936685
THBS2,Thrombospondin-2,ECM Glycoproteins,Core matrisome,2,Mass spectrometry,Blood,4,"NP, IAF, OAF, Skin dermis",0.75,UP,-0.02916411866017604,0.21610125304889966,0.07372864115164615,0.4905307434181514,0.3159724844209532,0.6839242772829534,0.21610125304889966,0.8653174513585866,0.3558834428214763
THBS4,Thrombospondin-4,ECM Glycoproteins,Core matrisome,2,Mass spectrometry,Blood,5,"NP, IAF, OAF, Ovary, Native_Tissue",0.8,DOWN,-0.12644489154181532,0.2800592720465622,-0.1912372246728257,0.3840359512618673,0.29726096090896525,0.942132701146482,0.2800592720465622,0.39538950020254177,0.4224699407867302
FBN1,Fibrillin-1,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.5833333333333334,DOWN,-0.09519299256776781,0.3022218224647259,-0.15949033167576704,0.5466000883006604,0.357335578140499,0.8457647123676468,0.3022218224647259,0.37589650393312746,0.3044102896430628
TIMP3,Metalloproteinase inhibitor 3,ECM Regulators,Matrisome-associated,4,ELISA,Blood,8,"NP, IAF, OAF, Lung, Native_Tissue",0.875,UP,0.8571374706659904,0.9915478886751952,0.777618978245221,3.141208179502989,1.0836871990718933,0.9149761015211684,0.9915478886751952,0.060332667986544804,0.7376989165026249
IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,6,"NP, IAF, OAF, Native_Tissue, Glomerular",0.6666666666666666,UP,0.6169740643275367,0.7520053270570782,0.6402283432315932,1.720194580051488,0.7951809928708239,0.9457033477902062,0.7520053270570782,0.11578335022037621,0.4145557973698574
SERPINF1,Pigment epithelium-derived factor,ECM Regulators,Matrisome-associated,2,ELISA,Blood,9,"NP, IAF, OAF, Lung, Native_Tissue",0.5454545454545454,DOWN,0.2675788785715463,0.59167238720229,-0.0010681515123002,1.7648549989097215,0.8516776957128086,0.6947139630175378,0.59167238720229,0.321942450092659,0.4256475221619867
COL15A1,Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4,Collagens,Core matrisome,0,Mass spectrometry,Blood,9,"NP, IAF, OAF, Lung, Ovary",0.6666666666666666,DOWN,-0.25573984641974185,0.3447303145561485,-0.267423798916511,0.8742191512018103,0.3812966133395852,0.9041001217840072,0.3447303145561485,0.07901649864148767,0.2771412306526069
COL18A1,Collagen alpha-1(XVIII) chain;Endostatin,Collagens,Core matrisome,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.5714285714285714,UP,0.13533549119927496,0.4411409671162168,0.10539627995453899,2.012928916583246,0.6965917643390263,0.6332847870155361,0.4411409671162168,0.4801503978237681,0.23244181957077
GDF5,Growth/differentiation factor 5,Secreted Factors,Matrisome-associated,2,ELISA,Blood,3,"NP, IAF, OAF",0.6666666666666666,UP,0.1518947261098848,0.1541719710731956,0.0030626187607311,0.4560374270138895,0.26341522275822726,0.5852811749406778,0.1541719710731956,0.42312613973099555,0.37414651502121316
CXCL12,Stromal cell-derived factor 1;SDF-1-beta(3-72);SDF-1-alpha(3-67),Secreted Factors,Matrisome-associated,2,ELISA,Blood,8,"NP, IAF, OAF, Lung, Native_Tissue",0.625,UP,0.43297923868399885,0.6786329353667202,0.3432896281111265,2.08739672632869,0.8459624141027665,0.8022022303277894,0.6786329353667202,0.1909769167580083,0.46769724862920725
THBS3,Thrombospondin-3,ECM Glycoproteins,Core matrisome,2,Mass spectrometry,Blood,5,"NP, IAF, OAF, Lung, Skin dermis",0.8,DOWN,-0.017775477760351332,0.667666721130785,-0.1820355164220894,1.624728108426084,0.9595406218653995,0.6958191304426532,0.667666721130785,0.968943752737538,0.423255632895864
COMP,Cartilage oligomeric matrix protein,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,4,"NP, IAF, OAF, Nucleus_pulposus",0.8,UP,0.5464161733409195,0.6032152262092355,0.3238511033207727,1.9837487227504829,0.8304106580352504,0.7264059298521545,0.6032152262092355,0.21516354318870892,0.40896592961251443
SERPINH1,Serpin H1,ECM Regulators,Matrisome-associated,2,ELISA,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.7,DOWN,-0.31391733023946544,0.43433412680602623,-0.22690559373042601,2.0602841051509775,0.6730982599353091,0.6452759614142661,0.43433412680602623,0.1743642850617595,0.44771369051472804
ANXA11,Annexin A11,ECM-affiliated Proteins,Matrisome-associated,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.6,DOWN,-0.171797866026779,0.23781462703767753,-0.0494338957247462,0.9713567322927088,0.3387113010342562,0.7021160094496691,0.23781462703767753,0.14319059122855743,0.24135313493279592
LUM,Lumican,Proteoglycans,Core matrisome,2,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.5,DOWN,-0.08060514692330488,0.3166689519284133,0.06276791149925219,0.9305177666027812,0.4306557107365769,0.7353181300830657,0.3166689519284133,0.5685000090547995,0.3506503418837821
PRELP,Prolargin,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.8,UP,0.04910082449561147,0.18300368157102936,0.12106468959496305,0.4003908506869736,0.22295600590216008,0.8208062430546813,0.18300368157102936,0.503754809409646,0.23707507129468983
LAMB2,Laminin subunit beta-2,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,11,"NP, IAF, OAF, Lung, Ovary",0.5454545454545454,DOWN,-0.23355062701307186,0.2749069109031718,-0.0479378962758483,0.9867292088779392,0.35780106492745906,0.7683233445906784,0.2749069109031718,0.05564821386894612,0.32476212433949025
CCL18,C-C motif chemokine 18;CCL18(1-68);CCL18(3-69);CCL18(4-69),Secreted Factors,Matrisome-associated,2,ELISA,Blood,3,"NP, IAF, OAF",0.6666666666666666,DOWN,-0.14343041251542296,0.34502835896838896,-0.3336787836235776,0.3990093736021403,0.3874771336424051,0.8904483103945141,0.34502835896838896,0.5870939522183936,0.3863781919567523
LOXL3,Lysyl oxidase homolog 3,ECM Regulators,Matrisome-associated,2,ELISA,Blood,4,"NP, IAF, OAF, Lung",1.0,DOWN,-0.14958866407067076,0.14958866407067076,-0.1175584054712919,0.3499382727812418,0.14274675530820216,1.0479303977711882,0.14958866407067076,0.1270651126266944,0.4697317883479312
S100A10,Protein S100-A10,Secreted Factors,Matrisome-associated,2,ELISA,Blood,8,"NP, IAF, OAF, Lung, Ovary",0.5,DOWN,-0.022742039128697336,0.45155144044483875,0.0259324160357449,0.7341743686284004,0.546607582523637,0.8260980178139266,0.45155144044483875,0.9096275329084336,0.33676996277588245
HTRA3,Serine protease HTRA3,ECM Regulators,Matrisome-associated,2,ELISA,Blood,3,"NP, IAF, OAF",1.0,UP,0.4403139319156351,0.4403139319156351,0.5186880118994321,0.5345278577137361,0.14967528180593012,2.941794574247395,0.4403139319156351,0.03642563861346031,0.5224045259259993
TNFAIP6,Tumor necrosis factor-inducible gene 6 protein,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,3,"NP, IAF, OAF",1.0,UP,0.9239561415399553,0.9239561415399553,0.9319251154605976,1.384024219719954,0.4641038802060607,1.9908390792374364,0.9239561415399553,0.07478929768585828,0.5111144914624075
FBLN2,Fibulin-2,ECM Glycoproteins,Core matrisome,1,Mass spectrometry,Blood,6,"NP, IAF, OAF, Lung, Native_Tissue",0.5,DOWN,-0.2069330195533188,0.3855075848239657,-0.1521743540307537,0.9653783636423272,0.4844403010559909,0.7957793436748138,0.3855075848239657,0.3433344574606473,0.30349269197753015
HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,Proteoglycans,Core matrisome,0,Mass spectrometry,Blood,10,"NP, IAF, OAF, Lung, Ovary",0.6363636363636364,DOWN,-0.051043740613959304,0.13105411244250617,-0.0587258074549441,0.4277716393406674,0.17549352844697752,0.746774616718143,0.13105411244250617,0.357459712624695,0.2111848728766337
COL7A1,Collagen alpha-1(VII) chain,Collagens,Core matrisome,0,Mass spectrometry,Blood,7,"NP, IAF, OAF, Lung, Skin dermis",0.5714285714285714,UP,-0.00026873077751859195,0.4215406791682205,0.0671316555441776,1.0943593777565686,0.5827074347821717,0.7234173686591133,0.4215406791682205,0.9990660117975467,0.1776102149811927
PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",ECM Regulators,Matrisome-associated,2,ELISA,Blood,7,"NP, IAF, OAF, Lung, Ovary",0.5714285714285714,UP,0.1664014444868694,0.31257153013027095,0.06199941416967,1.092220663965462,0.45261017832976835,0.6905976601845965,0.31257153013027095,0.3682650142037337,0.3843449423848816
COL14A1,Collagen alpha-1(XIV) chain,Collagens,Core matrisome,0,Mass spectrometry,Blood,9,"NP, IAF, OAF, Lung, Native_Tissue",0.8888888888888888,DOWN,-0.39718376239924374,0.4332488844936939,-0.3804635408603667,0.7760104341962006,0.33560277864814697,1.290957381934913,0.4332488844936939,0.007504171774590896,0.3420146932743728
