Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score,Cluster,Stage_Name
COL11A2,Collagen alpha-2(XI) chain,Collagens,Core matrisome,5,5,0.8,DOWN,1,4,-0.5354841120873555,0.7913010413229076,-0.7750364855677185,0.7162884479644803,4,0.8,-1.6716434264731015,0.1699130676789006,0.5733827847141577,5,PHASE 1: Early Dramatic Changes (20-40 years)
NID1,Nidogen-1,ECM Glycoproteins,Core matrisome,10,10,0.5,DOWN,5,5,-0.1104290606170093,0.2000382640531593,-0.0299879051610444,0.2899229371042425,1,0.1,-1.204483353095274,0.2591208770677285,0.4946502392270644,3,PHASE 2: Consistent Shifters (40-60 years)
TIMP2,Metalloproteinase inhibitor 2,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.0441839149609724,0.0777658177065171,-0.0824415603284977,0.0823839223953738,0,0.0,-0.9289286472964088,0.4509920574026232,0.3705193467607153,0,CLUSTER 0: Gradual/Variable Changes
ACAN,Aggrecan core protein;Aggrecan core protein 2,Proteoglycans,Core matrisome,5,5,0.6,UP,3,2,0.041743985528788,0.1065232684153354,0.0681423338839402,0.1233435305481458,0,0.0,0.7567676138287803,0.4913166815096752,0.3806242846572455,6,PHASE 2: Consistent Shifters (40-60 years)
LGALS3,Galectin-3,ECM-affiliated Proteins,Matrisome-associated,10,10,0.6,DOWN,4,6,-0.1779895227943936,0.4057232854677137,-0.0964836969728122,0.5443299047881727,4,0.4,-1.0340278693594411,0.3281073940026857,0.5314214379815283,3,PHASE 2: Consistent Shifters (40-60 years)
IGFBP3,Insulin-like growth factor-binding protein 3,ECM Glycoproteins,Core matrisome,4,4,1.0,UP,4,0,0.0936559833816963,0.0936559833816963,0.0859093538905558,0.0601749945846862,0,0.0,3.112787430330091,0.0527668323091478,0.5694004671704578,6,PHASE 2: Consistent Shifters (40-60 years)
ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,ECM Regulators,Matrisome-associated,7,7,0.7142857142857143,UP,5,2,0.6666541582062119,1.062881068915255,0.2511965449163372,1.3263388423375575,4,0.5714285714285714,1.329826931700348,0.2318939246761481,0.5977244480067161,5,PHASE 1: Early Dramatic Changes (20-40 years)
ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,ECM Regulators,Matrisome-associated,10,10,0.7,UP,7,3,0.5338200839586703,0.7448794250647542,0.2892304122761128,0.9865262258814256,4,0.4,1.711142878683703,0.1212158807719201,0.6367153545873856,3,PHASE 2: Consistent Shifters (40-60 years)
ANXA7,Annexin A7,ECM-affiliated Proteins,Matrisome-associated,10,10,0.8,DOWN,2,8,-0.225399630774767,0.3716523928060614,-0.2037227328523244,0.4446962800085605,2,0.2,-1.6028382719898755,0.1434339805906877,0.6249490313977628,3,PHASE 2: Consistent Shifters (40-60 years)
OGN,Mimecan,Proteoglycans,Core matrisome,10,10,0.8,UP,8,2,0.1544387370502403,0.2503835740313492,0.1813763347399908,0.2562913497593241,1,0.1,1.9055585313246644,0.0890925164228187,0.6236904423538654,3,PHASE 2: Consistent Shifters (40-60 years)
COL9A1,Collagen alpha-1(IX) chain,Collagens,Core matrisome,3,3,1.0,DOWN,0,3,-0.8655147365797496,0.8655147365797496,-0.8291253669870793,0.1731134525465237,3,1.0,-8.659728498297017,0.0130740133032091,0.6368778474679214,5,PHASE 1: Early Dramatic Changes (20-40 years)
COL5A1,Collagen alpha-1(V) chain,Collagens,Core matrisome,10,10,0.8,DOWN,2,8,-0.3305389299163704,0.373521457335352,-0.2906142534134652,0.3207521365672764,4,0.4,-3.258765117130441,0.0098581844510401,0.6518510970786213,3,PHASE 2: Consistent Shifters (40-60 years)
PTN,Pleiotrophin,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1705935744517522,0.3694134008373315,-0.1443373224528046,0.4824875476355575,1,0.3333333333333333,-0.6124028274785746,0.6026236860923043,0.3693577793358605,1,PHASE 1: Early Dramatic Changes (20-40 years)
BGN,Biglycan,Proteoglycans,Core matrisome,10,11,0.5454545454545454,DOWN,5,6,0.0661844688257841,0.1651034663540924,-0.0024775106625811,0.2806252478424249,1,0.0909090909090909,0.7822141868266871,0.4522126767275807,0.4661747631615508,3,PHASE 2: Consistent Shifters (40-60 years)
TGM2,Protein-glutamine gamma-glutamyltransferase 2,ECM Regulators,Matrisome-associated,9,9,0.6666666666666666,DOWN,3,6,-0.0932173588157061,0.1441589640178889,-0.0760084037021099,0.1584514074151093,0,0.0,-1.7649074944123972,0.1155796063378309,0.5501235045459874,3,PHASE 2: Consistent Shifters (40-60 years)
TNXB,Tenascin-X,ECM Glycoproteins,Core matrisome,8,8,0.875,DOWN,1,7,-0.6400983568310905,0.7047557533071689,-0.5040375891732015,0.6529983223478175,4,0.5,-2.772551617678093,0.0275925278042938,0.6686335403580934,3,PHASE 2: Consistent Shifters (40-60 years)
FBLN1,Fibulin-1,ECM Glycoproteins,Core matrisome,9,11,0.5454545454545454,DOWN,5,6,0.031476290506239,0.2274787755982344,-0.1152935877260124,0.2694426512623576,1,0.0909090909090909,0.3874481078341628,0.7065430062213072,0.4038991693636903,3,PHASE 2: Consistent Shifters (40-60 years)
S100A1,Protein S100-A1,Secreted Factors,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.1940873824627725,0.2412572439532571,-0.2550139538475461,0.2090306857926465,0,0.0,-1.8570228741946784,0.1603028033941915,0.487653399010605,6,PHASE 2: Consistent Shifters (40-60 years)
IGFBP5,Insulin-like growth factor-binding protein 5,ECM Glycoproteins,Core matrisome,3,3,1.0,DOWN,0,3,-0.2148671460561012,0.2148671460561012,-0.116846889546705,0.1948904698639782,0,0.0,-1.9095895972041927,0.1963829790194228,0.5351512952723138,2,PHASE 2: Consistent Shifters (40-60 years)
TNC,Tenascin,ECM Glycoproteins,Core matrisome,9,10,0.6,DOWN,4,6,-0.1542580040757731,0.2662055230364394,-0.0836305260789128,0.3410931081666324,2,0.2,-1.4301275180050677,0.186465008921272,0.5281510799311543,3,PHASE 2: Consistent Shifters (40-60 years)
S100A4,Protein S100-A4,Secreted Factors,Matrisome-associated,6,6,0.6666666666666666,DOWN,2,4,-0.051935761482839,0.1398374483127567,-0.0328949047197365,0.1818800560620831,0,0.0,-0.6994506038222457,0.5154641102203126,0.4167732757283896,6,PHASE 2: Consistent Shifters (40-60 years)
COL8A1,Collagen alpha-1(VIII) chain;Vastatin,Collagens,Core matrisome,7,7,0.8571428571428571,DOWN,1,6,-0.0447604699201196,0.475644601144522,-0.1086762921868134,0.7468906954113058,2,0.2857142857142857,-0.1585574337752435,0.8792197189071775,0.4523927852405797,3,PHASE 2: Consistent Shifters (40-60 years)
LOX,Protein-lysine 6-oxidase,ECM Regulators,Matrisome-associated,5,5,0.8,DOWN,1,4,-0.3684249287543076,0.4145278431697052,-0.4760866037947848,0.3137785695838093,2,0.4,-2.625492194680007,0.0584616956962381,0.5579957392953699,6,PHASE 2: Consistent Shifters (40-60 years)
CTGF,Connective tissue growth factor,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.0330565394438243,0.0971278393777611,-0.0911816994596022,0.1120450477272745,0,0.0,-0.5110052340597203,0.6601690472899557,0.3306201509503732,0,CLUSTER 0: Gradual/Variable Changes
SERPINA4,Kallistatin,ECM Regulators,Matrisome-associated,7,7,0.7142857142857143,UP,5,2,0.7310964947436301,0.765182077237892,0.3864346680960588,0.9406220176703922,3,0.4285714285714285,2.056404669617773,0.0854807849876858,0.5972371767766722,3,PHASE 2: Consistent Shifters (40-60 years)
SERPINB1,Leukocyte elastase inhibitor,ECM Regulators,Matrisome-associated,8,8,0.5,DOWN,4,4,-0.0225168020251688,0.3266128601146387,-0.0177992558614665,0.3819543876989726,1,0.125,-0.1667401544833692,0.8722888001456822,0.3493799965705627,3,PHASE 2: Consistent Shifters (40-60 years)
S100A11,"Protein S100-A11;Protein S100-A11, N-terminally processed",Secreted Factors,Matrisome-associated,9,9,0.7777777777777778,DOWN,2,7,-0.1484781606186428,0.2599661866714091,-0.0589513080254963,0.3114037536988355,1,0.1111111111111111,-1.4304081969632152,0.1904740129334465,0.5800586788255496,3,PHASE 2: Consistent Shifters (40-60 years)
GPC1,Glypican-1;Secreted glypican-1,ECM-affiliated Proteins,Matrisome-associated,6,6,0.8333333333333334,DOWN,1,5,-0.2137353036941562,0.2910561163712137,-0.2673513667020005,0.2534002398573827,0,0.0,-2.066069212736896,0.0937069016298187,0.5662465842523341,6,PHASE 2: Consistent Shifters (40-60 years)
THBS2,Thrombospondin-2,ECM Glycoproteins,Core matrisome,4,4,0.75,UP,3,1,-0.029164118660176,0.2161012530488996,0.0737286411516461,0.3159724844209532,0,0.0,-0.1845991033910551,0.8653174513585866,0.3441348703272902,6,PHASE 2: Consistent Shifters (40-60 years)
THBS4,Thrombospondin-4,ECM Glycoproteins,Core matrisome,5,5,0.8,DOWN,1,4,-0.1264448915418153,0.2800592720465622,-0.1912372246728257,0.2972609609089652,0,0.0,-0.9511486877742916,0.3953895002025417,0.4771633212817949,6,PHASE 2: Consistent Shifters (40-60 years)
FBN1,Fibrillin-1,ECM Glycoproteins,Core matrisome,10,12,0.5833333333333334,DOWN,5,7,-0.0951929925677678,0.3022218224647259,-0.159490331675767,0.357335578140499,3,0.25,-0.9228249843460724,0.3758965039331274,0.5065134696951412,3,PHASE 2: Consistent Shifters (40-60 years)
TIMP3,Metalloproteinase inhibitor 3,ECM Regulators,Matrisome-associated,8,8,0.875,UP,7,1,0.8571374706659904,0.9915478886751952,0.777618978245221,1.0836871990718933,6,0.75,2.237131594563751,0.0603326679865448,0.6907647258584458,5,PHASE 1: Early Dramatic Changes (20-40 years)
IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,ECM Glycoproteins,Core matrisome,6,6,0.6666666666666666,UP,4,2,0.6169740643275367,0.7520053270570782,0.6402283432315932,0.7951809928708239,3,0.5,1.900537934989417,0.1157833502203762,0.5579262156028091,3,PHASE 2: Consistent Shifters (40-60 years)
SERPINF1,Pigment epithelium-derived factor,ECM Regulators,Matrisome-associated,9,11,0.5454545454545454,DOWN,5,6,0.2675788785715463,0.59167238720229,-0.0010681515123002,0.8516776957128086,5,0.4545454545454545,1.04201242619502,0.321942450092659,0.5172386417498255,3,PHASE 2: Consistent Shifters (40-60 years)
COL15A1,Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4,Collagens,Core matrisome,9,9,0.6666666666666666,DOWN,3,6,-0.2557398464197418,0.3447303145561485,-0.267423798916511,0.3812966133395852,3,0.3333333333333333,-2.0121331069256967,0.0790164986414876,0.577493261139082,3,PHASE 2: Consistent Shifters (40-60 years)
COL18A1,Collagen alpha-1(XVIII) chain;Endostatin,Collagens,Core matrisome,10,14,0.5714285714285714,UP,8,6,0.1353354911992749,0.4411409671162168,0.1053962799545389,0.6965917643390263,3,0.2142857142857142,0.726938023476252,0.4801503978237681,0.4959831768107336,3,PHASE 2: Consistent Shifters (40-60 years)
GDF5,Growth/differentiation factor 5,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.1518947261098848,0.1541719710731956,0.0030626187607311,0.2634152227582272,0,0.0,0.998763018588159,0.4231261397309955,0.3837331456317087,0,CLUSTER 0: Gradual/Variable Changes
CXCL12,Stromal cell-derived factor 1;SDF-1-beta(3-72);SDF-1-alpha(3-67),Secreted Factors,Matrisome-associated,8,8,0.625,UP,5,3,0.4329792386839988,0.6786329353667202,0.3432896281111265,0.8459624141027665,3,0.375,1.447641411403188,0.1909769167580083,0.5583443807733057,3,PHASE 2: Consistent Shifters (40-60 years)
THBS3,Thrombospondin-3,ECM Glycoproteins,Core matrisome,5,5,0.8,DOWN,1,4,-0.0177754777603513,0.667666721130785,-0.1820355164220894,0.9595406218653996,3,0.6,-0.0414231307137478,0.968943752737538,0.401213215683218,4,PHASE 1: Early Dramatic Changes (20-40 years)
COMP,Cartilage oligomeric matrix protein,ECM Glycoproteins,Core matrisome,4,5,0.8,UP,4,1,0.5464161733409195,0.6032152262092355,0.3238511033207727,0.8304106580352504,1,0.2,1.4713487787914914,0.2151635431887089,0.5278770492772994,6,PHASE 2: Consistent Shifters (40-60 years)
SERPINH1,Serpin H1,ECM Regulators,Matrisome-associated,10,10,0.7,DOWN,3,7,-0.3139173302394654,0.4343341268060262,-0.226905593730426,0.6730982599353091,2,0.2,-1.4748125491386177,0.1743642850617595,0.5950311439035448,3,PHASE 2: Consistent Shifters (40-60 years)
ANXA11,Annexin A11,ECM-affiliated Proteins,Matrisome-associated,10,10,0.6,DOWN,4,6,-0.171797866026779,0.2378146270376775,-0.0494338957247462,0.3387113010342562,1,0.1,-1.6039398512603469,0.1431905912285574,0.5516139326933504,3,PHASE 2: Consistent Shifters (40-60 years)
LUM,Lumican,Proteoglycans,Core matrisome,10,10,0.5,DOWN,5,5,-0.0806051469233048,0.3166689519284133,0.0627679114992521,0.4306557107365769,2,0.2,-0.591878498427881,0.5685000090547995,0.4444374816171755,3,PHASE 2: Consistent Shifters (40-60 years)
PRELP,Prolargin,Proteoglycans,Core matrisome,10,10,0.8,UP,8,2,0.0491008244956114,0.1830036815710293,0.121064689594963,0.22295600590216,0,0.0,0.6964173930638939,0.503754809409646,0.5340199945104679,3,PHASE 2: Consistent Shifters (40-60 years)
LAMB2,Laminin subunit beta-2,ECM Glycoproteins,Core matrisome,11,11,0.5454545454545454,DOWN,5,6,-0.2335506270130718,0.2749069109031718,-0.0479378962758483,0.357801064927459,2,0.1818181818181818,-2.1648895860934476,0.0556482138689461,0.5741150590117151,3,PHASE 2: Consistent Shifters (40-60 years)
CCL18,C-C motif chemokine 18;CCL18(1-68);CCL18(3-69);CCL18(4-69),Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1434304125154229,0.3450283589683889,-0.3336787836235776,0.3874771336424051,0,0.0,-0.6411443160321958,0.5870939522183936,0.3700252219237484,0,CLUSTER 0: Gradual/Variable Changes
LOXL3,Lysyl oxidase homolog 3,ECM Regulators,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.1495886640706707,0.1495886640706707,-0.1175584054712919,0.1427467553082021,0,0.0,-2.095860795542377,0.1270651126266944,0.5601340791758458,6,PHASE 2: Consistent Shifters (40-60 years)
S100A10,Protein S100-A10,Secreted Factors,Matrisome-associated,8,8,0.5,DOWN,4,4,-0.0227420391286973,0.4515514404448387,0.0259324160357449,0.546607582523637,4,0.5,-0.1176789389687348,0.9096275329084336,0.3544061080510324,3,PHASE 2: Consistent Shifters (40-60 years)
HTRA3,Serine protease HTRA3,ECM Regulators,Matrisome-associated,3,3,1.0,UP,3,0,0.4403139319156351,0.4403139319156351,0.5186880118994321,0.1496752818059301,2,0.6666666666666666,5.095337668026943,0.0364256386134603,0.5896874419394597,4,PHASE 1: Early Dramatic Changes (20-40 years)
TNFAIP6,Tumor necrosis factor-inducible gene 6 protein,ECM Glycoproteins,Core matrisome,3,3,1.0,UP,3,0,0.9239561415399552,0.9239561415399552,0.9319251154605976,0.4641038802060607,2,0.6666666666666666,3.4482344349328815,0.0747892976858582,0.6303789310874122,5,PHASE 1: Early Dramatic Changes (20-40 years)
FBLN2,Fibulin-2,ECM Glycoproteins,Core matrisome,6,6,0.5,DOWN,3,3,-0.2069330195533188,0.3855075848239657,-0.1521743540307537,0.4844403010559909,1,0.1666666666666666,-1.046321513164985,0.3433344574606473,0.4257662199314436,3,PHASE 2: Consistent Shifters (40-60 years)
HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,Proteoglycans,Core matrisome,10,11,0.6363636363636364,DOWN,4,7,-0.0510437406139593,0.1310541124425061,-0.0587258074549441,0.1754935284469775,0,0.0,-0.9646676832523614,0.357459712624695,0.5089931478636966,3,PHASE 2: Consistent Shifters (40-60 years)
COL7A1,Collagen alpha-1(VII) chain,Collagens,Core matrisome,7,7,0.5714285714285714,UP,4,3,-0.0002687307775185,0.4215406791682205,0.0671316555441776,0.5827074347821717,3,0.4285714285714285,-0.0012201574315059,0.9990660117975468,0.33729884875059,3,PHASE 2: Consistent Shifters (40-60 years)
PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",ECM Regulators,Matrisome-associated,7,7,0.5714285714285714,UP,4,3,0.1664014444868694,0.3125715301302709,0.06199941416967,0.4526101783297683,1,0.1428571428571428,0.972706450258855,0.3682650142037337,0.4525621333655576,3,PHASE 2: Consistent Shifters (40-60 years)
COL14A1,Collagen alpha-1(XIV) chain,Collagens,Core matrisome,9,9,0.8888888888888888,DOWN,1,8,-0.3971837623992437,0.4332488844936939,-0.3804635408603667,0.3356027786481469,4,0.4444444444444444,-3.55048099422019,0.0075041717745908,0.6673142501728826,3,PHASE 2: Consistent Shifters (40-60 years)
ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,ECM Regulators,Matrisome-associated,5,5,0.8,UP,4,1,0.4564250217936337,0.5480173934394152,0.4169931314942069,0.5207544407867413,2,0.4,1.959843825470788,0.121576409533797,0.5587217515548292,4,PHASE 1: Early Dramatic Changes (20-40 years)
FMOD,Fibromodulin,Proteoglycans,Core matrisome,6,6,0.6666666666666666,DOWN,2,4,-0.3198289781519718,0.3631109815474354,-0.2786408329979512,0.4055122980089846,3,0.5,-1.9319211902439584,0.1112161175019553,0.5199502275955289,3,PHASE 2: Consistent Shifters (40-60 years)
COL16A1,Collagen alpha-1(XVI) chain,Collagens,Core matrisome,7,7,0.5714285714285714,DOWN,3,4,-0.134225734777413,0.1571391741939637,-0.0258603024897802,0.2290955142343885,0,0.0,-1.5501303679067928,0.1720875124894392,0.4762543981147858,3,PHASE 2: Consistent Shifters (40-60 years)
DPT,Dermatopontin,ECM Glycoproteins,Core matrisome,10,10,0.5,DOWN,5,5,0.0062002336984791,0.1683734335186437,0.0162987374540369,0.2477404172069113,1,0.1,0.0791427605296567,0.9386508458571176,0.3555777624157349,3,PHASE 2: Consistent Shifters (40-60 years)
MFGE8,Lactadherin;Lactadherin short form;Medin,ECM Glycoproteins,Core matrisome,9,9,0.5555555555555556,DOWN,4,5,0.043157739832895,0.2007148551636531,-0.0047788523395169,0.2643216613376485,1,0.1111111111111111,0.4898320434407911,0.6374019542510385,0.4180812907445889,3,PHASE 2: Consistent Shifters (40-60 years)
EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,ECM Glycoproteins,Core matrisome,10,10,0.8,UP,8,2,0.2728451434233788,0.3112494098207415,0.3103194621054171,0.2622242477526346,1,0.1,3.29035971740916,0.0093729647170061,0.6457209362739671,3,PHASE 2: Consistent Shifters (40-60 years)
FSTL1,Follistatin-related protein 1,Secreted Factors,Matrisome-associated,5,5,1.0,DOWN,0,5,-0.1687397319563164,0.1687397319563164,-0.1473946552804158,0.0857900923226034,0,0.0,-4.398101236918762,0.0117084808543273,0.6027675711424133,6,PHASE 2: Consistent Shifters (40-60 years)
SEMA3B,Semaphorin-3B,ECM-affiliated Proteins,Matrisome-associated,5,5,0.6,DOWN,2,3,-0.0367730784646281,0.3327057214759888,-0.0719724838215491,0.439795996670321,1,0.2,-0.186966465841846,0.860787067819777,0.3293484527012905,6,PHASE 2: Consistent Shifters (40-60 years)
COL9A2,Collagen alpha-2(IX) chain,Collagens,Core matrisome,5,5,1.0,DOWN,0,5,-0.2012065062279629,0.2012065062279629,-0.0893516828229496,0.2102946168959923,1,0.2,-2.1394338670279778,0.0991508557245425,0.5885257735955348,6,PHASE 2: Consistent Shifters (40-60 years)
NID2,Nidogen-2,ECM Glycoproteins,Core matrisome,9,9,0.6666666666666666,DOWN,3,6,-0.2466624244809365,0.4211532332947186,-0.3415271954597382,0.4912857518652819,4,0.4444444444444444,-1.506225797579665,0.1704312472871775,0.566852603283801,3,PHASE 2: Consistent Shifters (40-60 years)
SEMA3A,Semaphorin-3A,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,UP,3,1,0.4940292922118665,0.6709072270279424,0.6106452949344405,0.6181885811449701,3,0.75,1.5983125773590203,0.2082662466237116,0.5210257086721696,4,PHASE 1: Early Dramatic Changes (20-40 years)
ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4;70 kDa inter-alpha-trypsin inhibitor heavy chain H4;35 kDa inter-alpha-trypsin inhibitor heavy chain H4,ECM Regulators,Matrisome-associated,10,12,0.5,DOWN,6,6,0.5043345810014913,0.7649616135672485,0.0858306512104171,1.073478524788284,6,0.5,1.6274813107804396,0.1319130473309397,0.576584140125831,3,PHASE 2: Consistent Shifters (40-60 years)
LTBP2,Latent-transforming growth factor beta-binding protein 2,ECM Glycoproteins,Core matrisome,5,5,0.6,UP,3,2,-0.0302341608772957,0.2095870201958549,0.1196311053006875,0.314565087868525,1,0.2,-0.2149178073841248,0.840344158485411,0.3211251644401504,6,PHASE 2: Consistent Shifters (40-60 years)
POSTN,Periostin,ECM Glycoproteins,Core matrisome,10,11,0.5454545454545454,UP,6,5,0.2463793629869518,0.5281711792792916,0.1762645196462397,0.7357707527796206,4,0.3636363636363636,1.110601230107946,0.2927302173788598,0.5343780263238149,3,PHASE 2: Consistent Shifters (40-60 years)
PCOLCE,Procollagen C-endopeptidase enhancer 1,ECM Glycoproteins,Core matrisome,6,6,0.6666666666666666,DOWN,2,4,-0.2084810703427766,0.2764667223672625,-0.1393516044684556,0.3917413984549414,1,0.1666666666666666,-1.303595293689206,0.2491634794819399,0.4836963292815147,6,PHASE 2: Consistent Shifters (40-60 years)
