Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,Abundance_Young,Abundance_Old,N_Profiles_Young,N_Profiles_Old
CON__P07477;Q8NHM4;P07478;P07477,Putative trypsin-6;Trypsin-2;Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2,PRSS3P2;PRSS2;PRSS1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRSS2,ECM Regulators,Matrisome-associated,Level 2: UniProt ID,95,30.258950000000002,29.213275000000003,4.0,4.0
CON__P07477;Q8NHM4;P07478;P07477,Putative trypsin-6;Trypsin-2;Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2,PRSS3P2;PRSS2;PRSS1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRSS2,ECM Regulators,Matrisome-associated,Level 2: UniProt ID,95,29.4661,29.94843333333333,1.0,3.0
CON__P07477;Q8NHM4;P07478;P07477,Putative trypsin-6;Trypsin-2;Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2,PRSS3P2;PRSS2;PRSS1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRSS2,ECM Regulators,Matrisome-associated,Level 2: UniProt ID,95,28.72115,29.47858888888889,2.0,9.0
CON__P07477;Q8NHM4;P07478;P07477,Putative trypsin-6;Trypsin-2;Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2,PRSS3P2;PRSS2;PRSS1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PRSS2,ECM Regulators,Matrisome-associated,Level 2: UniProt ID,95,28.428320000000003,28.94558,10.0,10.0
CON__P08727;P08727,"Keratin, type I cytoskeletal 19",KRT19,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT19,,,Level 4: Unmatched,0,27.315616666666667,25.442700000000002,6.0,2.0
CON__P08727;P08727,"Keratin, type I cytoskeletal 19",KRT19,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT19,,,Level 4: Unmatched,0,32.21633333333333,25.0367,3.0,2.0
CON__P08727;P08727,"Keratin, type I cytoskeletal 19",KRT19,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT19,,,Level 4: Unmatched,0,30.990225,24.14392222222222,12.0,9.0
CON__P08727;P08727,"Keratin, type I cytoskeletal 19",KRT19,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT19,,,Level 4: Unmatched,0,25.095654545454547,23.54608,11.0,10.0
CON__P08779;P08779,"Keratin, type I cytoskeletal 16",KRT16,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT16,,,Level 4: Unmatched,0,28.5684,26.5399,1.0,1.0
CON__P08779;P08779,"Keratin, type I cytoskeletal 16",KRT16,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT16,,,Level 4: Unmatched,0,,26.674680000000002,0.0,5.0
CON__P08779;P08779,"Keratin, type I cytoskeletal 16",KRT16,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT16,,,Level 4: Unmatched,0,27.719333333333335,25.92193333333333,3.0,3.0
CON__P13645;P13645,"Keratin, type I cytoskeletal 10",KRT10,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT10,,,Level 4: Unmatched,0,29.49038333333333,29.614166666666666,6.0,6.0
CON__P13645;P13645,"Keratin, type I cytoskeletal 10",KRT10,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT10,,,Level 4: Unmatched,0,30.23,28.075766666666667,3.0,3.0
CON__P13645;P13645,"Keratin, type I cytoskeletal 10",KRT10,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT10,,,Level 4: Unmatched,0,28.864158333333336,29.050174999999996,12.0,12.0
CON__P13645;P13645,"Keratin, type I cytoskeletal 10",KRT10,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT10,,,Level 4: Unmatched,0,29.70365,29.188,12.0,12.0
CON__P13647;P13647,"Keratin, type II cytoskeletal 5",KRT5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT5,,,Level 4: Unmatched,0,25.1331,25.30545,5.0,2.0
CON__P13647;P13647,"Keratin, type II cytoskeletal 5",KRT5,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT5,,,Level 4: Unmatched,0,24.50545,21.0757,2.0,1.0
CON__P13647;P13647,"Keratin, type II cytoskeletal 5",KRT5,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT5,,,Level 4: Unmatched,0,23.60715,24.067199999999996,6.0,7.0
CON__P13647;P13647,"Keratin, type II cytoskeletal 5",KRT5,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT5,,,Level 4: Unmatched,0,26.10458,22.896611111111113,5.0,9.0
CON__P19013;P19013,"Keratin, type II cytoskeletal 4",KRT4,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT4,,,Level 4: Unmatched,0,,22.3437,0.0,1.0
CON__P20930;P20930,Filaggrin,FLG,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FLG,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,20.1819,,1.0,0.0
CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,28.3113,28.37312,6.0,5.0
CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,27.666233333333334,26.5616,3.0,3.0
CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,27.511083333333332,27.60174545454546,12.0,11.0
CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,27.784216666666666,27.217916666666667,12.0,12.0
CON__P35908v2;P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,,25.980449999999998,0.0,2.0
CON__P35908v2;P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,,25.59545,0.0,2.0
CON__P35908v2;P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT2,,,Level 4: Unmatched,0,25.293599999999998,,2.0,0.0
CON__P48668;P48668,"Keratin, type II cytoskeletal 6C",KRT6C,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT6C,,,Level 4: Unmatched,0,28.632199999999997,26.522,2.0,2.0
CON__P48668;P48668,"Keratin, type II cytoskeletal 6C",KRT6C,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT6C,,,Level 4: Unmatched,0,,25.9483,0.0,1.0
CON__P48668;P48668,"Keratin, type II cytoskeletal 6C",KRT6C,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT6C,,,Level 4: Unmatched,0,26.464075,26.28652857142857,4.0,7.0
CON__P48668;P48668,"Keratin, type II cytoskeletal 6C",KRT6C,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT6C,,,Level 4: Unmatched,0,27.418525,25.132475,4.0,4.0
CON__Q04695;Q04695,"Keratin, type I cytoskeletal 17",KRT17,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT17,,,Level 4: Unmatched,0,24.5141,,1.0,0.0
CON__Q32MB2;Q86Y46;CON__Q3SY84;CON__Q7RTS7;Q3SY84;Q7RTS7,"Keratin, type II cytoskeletal 73;Keratin, type II cytoskeletal 71;Keratin, type II cytoskeletal 74",KRT73;KRT71;KRT74,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT73;KRT71;KRT74,,,Level 4: Unmatched,0,,22.4978,0.0,1.0
CON__Q5D862;Q5D862,Filaggrin-2,FLG2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FLG2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,,25.1049,0.0,1.0
CON__Q86YZ3;Q86YZ3,Hornerin,HRNR,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRNR,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,30.8388,,1.0,0.0
CON__Q86YZ3;Q86YZ3,Hornerin,HRNR,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRNR,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,25.2425,,1.0,0.0
CON__Q86YZ3;Q86YZ3,Hornerin,HRNR,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRNR,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,26.5565,,1.0,0.0
CON__Q86YZ3;Q86YZ3,Hornerin,HRNR,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRNR,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,28.99045,,2.0,0.0
CON__Q8N1N4-2;CON__Q7RTT2;Q8N1N4,"Keratin, type II cytoskeletal 78",KRT78,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT78,,,Level 4: Unmatched,0,24.3753,,1.0,0.0
CON__Q99456;Q99456,"Keratin, type I cytoskeletal 12",KRT12,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT12,,,Level 4: Unmatched,0,,26.6201,0.0,2.0
CON__Q9C075;Q9C075,"Keratin, type I cytoskeletal 23",KRT23,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT23,,,Level 4: Unmatched,0,24.929,,1.0,0.0
O00115,Deoxyribonuclease-2-alpha,DNASE2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DNASE2,,,Level 4: Unmatched,0,,23.02735,0.0,2.0
O00151,PDZ and LIM domain protein 1,PDLIM1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDLIM1,,,Level 4: Unmatched,0,,25.656550000000003,0.0,4.0
O00159,Unconventional myosin-Ic,MYO1C,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYO1C,,,Level 4: Unmatched,0,26.553800000000003,26.438350000000003,5.0,4.0
O00159,Unconventional myosin-Ic,MYO1C,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYO1C,,,Level 4: Unmatched,0,26.34825,,2.0,0.0
O00159,Unconventional myosin-Ic,MYO1C,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYO1C,,,Level 4: Unmatched,0,25.879057142857143,,7.0,0.0
O00159,Unconventional myosin-Ic,MYO1C,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYO1C,,,Level 4: Unmatched,0,26.35041818181818,26.4683,11.0,9.0
O00161,Synaptosomal-associated protein 23,SNAP23,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SNAP23,,,Level 4: Unmatched,0,24.12735,24.18694,2.0,5.0
O00168,Phospholemman,FXYD1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FXYD1,,,Level 4: Unmatched,0,24.019,,1.0,0.0
O00170,AH receptor-interacting protein,AIP,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AIP,,,Level 4: Unmatched,0,,23.2559,0.0,1.0
O00178,GTP-binding protein 1,GTPBP1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GTPBP1,,,Level 4: Unmatched,0,24.4287,,1.0,0.0
O00186,Syntaxin-binding protein 3,STXBP3,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STXBP3,,,Level 4: Unmatched,0,,26.16886666666667,0.0,3.0
O00186,Syntaxin-binding protein 3,STXBP3,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STXBP3,,,Level 4: Unmatched,0,26.676,,1.0,0.0
O00186,Syntaxin-binding protein 3,STXBP3,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STXBP3,,,Level 4: Unmatched,0,,25.14624,0.0,5.0
O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MASP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,27.11015,0.0,2.0
O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MASP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,26.4357,0.0,2.0
O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MASP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,25.91415714285714,0.0,7.0
O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MASP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,,25.81055,0.0,2.0
O00203,AP-3 complex subunit beta-1,AP3B1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AP3B1,,,Level 4: Unmatched,0,,26.0281,0.0,1.0
O00203,AP-3 complex subunit beta-1,AP3B1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AP3B1,,,Level 4: Unmatched,0,,23.8842,0.0,1.0
O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NDUFS8,,,Level 4: Unmatched,0,,24.5092,0.0,2.0
O00231,26S proteasome non-ATPase regulatory subunit 11,PSMD11,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD11,,,Level 4: Unmatched,0,25.0753,25.6114,2.0,4.0
O00232,26S proteasome non-ATPase regulatory subunit 12,PSMD12,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD12,,,Level 4: Unmatched,0,24.3819,24.3566,1.0,1.0
O00233,26S proteasome non-ATPase regulatory subunit 9,PSMD9,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD9,,,Level 4: Unmatched,0,,24.544600000000003,0.0,3.0
O00244,Copper transport protein ATOX1,ATOX1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ATOX1,,,Level 4: Unmatched,0,22.8744,,1.0,0.0
O00264,Membrane-associated progesterone receptor component 1,PGRMC1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PGRMC1,,,Level 4: Unmatched,0,24.183549999999997,25.78722,2.0,5.0
O00273,DNA fragmentation factor subunit alpha,DFFA,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DFFA,,,Level 4: Unmatched,0,,21.3953,0.0,1.0
O00291,Huntingtin-interacting protein 1,HIP1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HIP1,,,Level 4: Unmatched,0,24.712,,1.0,0.0
O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LEFTY2,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,,25.691233333333333,0.0,3.0
O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LEFTY2,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,,26.187,0.0,1.0
O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LEFTY2,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,,26.142,0.0,3.0
O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LEFTY2,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,24.985425000000003,26.0901625,4.0,8.0
O00299,Chloride intracellular channel protein 1,CLIC1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLIC1,,,Level 4: Unmatched,0,26.8408,26.01563333333333,4.0,6.0
O00299,Chloride intracellular channel protein 1,CLIC1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLIC1,,,Level 4: Unmatched,0,26.941200000000002,25.46726666666667,2.0,3.0
O00299,Chloride intracellular channel protein 1,CLIC1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLIC1,,,Level 4: Unmatched,0,25.73868333333333,25.920650000000002,6.0,8.0
O00299,Chloride intracellular channel protein 1,CLIC1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLIC1,,,Level 4: Unmatched,0,28.086845454545458,28.099483333333335,11.0,12.0
O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFRSF11B,,,Level 4: Unmatched,0,31.63815,30.62471666666667,6.0,6.0
O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFRSF11B,,,Level 4: Unmatched,0,32.37586666666667,30.3092,3.0,3.0
O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFRSF11B,,,Level 4: Unmatched,0,32.171891666666674,30.22621666666667,12.0,12.0
O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFRSF11B,,,Level 4: Unmatched,0,29.454033333333328,28.67952727272727,12.0,11.0
O00303,Eukaryotic translation initiation factor 3 subunit F,EIF3F,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EIF3F,,,Level 4: Unmatched,0,,22.7484,0.0,1.0
O00330,"Pyruvate dehydrogenase protein X component, mitochondrial",PDHX,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDHX,,,Level 4: Unmatched,0,,24.6744,0.0,2.0
O00339,Matrilin-2,MATN2,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,31.671333333333333,29.409133333333333,6.0,6.0
O00339,Matrilin-2,MATN2,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,31.01376666666667,28.2688,3.0,3.0
O00339,Matrilin-2,MATN2,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,31.243733333333335,28.789558333333332,12.0,12.0
O00339,Matrilin-2,MATN2,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,32.25801666666667,30.518258333333335,12.0,12.0
O00391,Sulfhydryl oxidase 1,QSOX1,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QSOX1,,,Level 4: Unmatched,0,32.06473333333333,31.696816666666663,6.0,6.0
O00391,Sulfhydryl oxidase 1,QSOX1,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QSOX1,,,Level 4: Unmatched,0,32.14533333333333,31.671233333333333,3.0,3.0
O00391,Sulfhydryl oxidase 1,QSOX1,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QSOX1,,,Level 4: Unmatched,0,32.39889166666667,31.636350000000004,12.0,12.0
O00391,Sulfhydryl oxidase 1,QSOX1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QSOX1,,,Level 4: Unmatched,0,29.922858333333334,30.30223333333333,12.0,12.0
O00401,Neural Wiskott-Aldrich syndrome protein,WASL,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,WASL,,,Level 4: Unmatched,0,23.1938,,1.0,0.0
O00410,Importin-5,IPO5,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,IPO5,,,Level 4: Unmatched,0,27.1733,,1.0,0.0
O00423,Echinoderm microtubule-associated protein-like 1,EML1,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EML1,,,Level 4: Unmatched,0,,24.00555,0.0,4.0
O00429,Dynamin-1-like protein,DNM1L,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DNM1L,,,Level 4: Unmatched,0,,24.214750000000002,0.0,2.0
O00461,Golgi integral membrane protein 4,GOLIM4,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GOLIM4,,,Level 4: Unmatched,0,,27.0012,0.0,1.0
O00461,Golgi integral membrane protein 4,GOLIM4,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GOLIM4,,,Level 4: Unmatched,0,26.9874,,1.0,0.0
O00461,Golgi integral membrane protein 4,GOLIM4,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GOLIM4,,,Level 4: Unmatched,0,26.7987,27.000300000000003,1.0,2.0
O00461,Golgi integral membrane protein 4,GOLIM4,Intervertebral_disc_OAF,OAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GOLIM4,,,Level 4: Unmatched,0,,25.1106,0.0,1.0
O00462,Beta-mannosidase,MANBA,Intervertebral_disc_IAF,IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MANBA,,,Level 4: Unmatched,0,26.6961,26.201000000000004,2.0,3.0
O00462,Beta-mannosidase,MANBA,Intervertebral_disc_NP,NP,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MANBA,,,Level 4: Unmatched,0,27.044699999999995,26.1592,3.0,2.0
O00462,Beta-mannosidase,MANBA,Intervertebral_disc_NP/IAF,NP/IAF,Homo sapiens,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MANBA,,,Level 4: Unmatched,0,26.8342,26.5738,3.0,2.0
