Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
A0A087WW63,Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Homo sapiens GN=CACNA1A PE=1 SV=1,CACNA1A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,377484.55107600364,491064.434562516,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WW83,Probable G-protein-coupled receptor 179 OS=Homo sapiens GN=GPR179 PE=1 SV=1,GPR179,Kidney_Glomerular,Glomerular,Homo sapiens,349356.02508413297,579494.4878418917,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WW83,Probable G-protein-coupled receptor 179 OS=Homo sapiens GN=GPR179 PE=1 SV=1,GPR179,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,399071.342492857,350040.54799981037,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WW88,Charged multivesicular body protein 2b (Fragment) OS=Homo sapiens GN=CHMP2B PE=1 SV=1,CHMP2B,Kidney_Glomerular,Glomerular,Homo sapiens,3391.8054021927,3564.7660469905836,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WW88,Charged multivesicular body protein 2b (Fragment) OS=Homo sapiens GN=CHMP2B PE=1 SV=1,CHMP2B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4075.6024823901266,5388.582561176029,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWA3,Kinesin-like protein OS=Homo sapiens GN=KIF1B PE=1 SV=1,KIF1B,Kidney_Glomerular,Glomerular,Homo sapiens,1736.7140094457127,3838.6467096554534,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWA3,Kinesin-like protein OS=Homo sapiens GN=KIF1B PE=1 SV=1,KIF1B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,4302.0004330542,1002.0110503061604,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWE2,DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2A PE=1 SV=1,POLR2A,Kidney_Glomerular,Glomerular,Homo sapiens,85426.26990000274,73669.18606236503,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWE2,DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2A PE=1 SV=1,POLR2A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,158407.57060868884,56246.7945963974,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWI6,DDB1- and CUL4-associated factor 7 (Fragment) OS=Homo sapiens GN=DCAF7 PE=1 SV=4,DCAF7,Kidney_Glomerular,Glomerular,Homo sapiens,11799.164029715967,19095.5175396319,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWI6,DDB1- and CUL4-associated factor 7 (Fragment) OS=Homo sapiens GN=DCAF7 PE=1 SV=4,DCAF7,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,14079.010920793866,21914.431443433965,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWM1,Mucin-1 OS=Homo sapiens GN=MUC1 PE=1 SV=1,MUC1,Kidney_Glomerular,Glomerular,Homo sapiens,2055.46078783966,4956.51159396822,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,MUC1,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
A0A087WWM1,Mucin-1 OS=Homo sapiens GN=MUC1 PE=1 SV=1,MUC1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3415.0652145697836,8862.009274825125,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,MUC1,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
A0A087WWS1,THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1,THOC1,Kidney_Glomerular,Glomerular,Homo sapiens,13749.102744112868,10066.824224639053,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWS1,THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1,THOC1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,16301.1219442325,15992.682956858522,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWT4,Tetraspanin OS=Homo sapiens GN=TSPAN10 PE=1 SV=1,TSPAN10,Kidney_Glomerular,Glomerular,Homo sapiens,782.8537114876548,753.0473392522636,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWT4,Tetraspanin OS=Homo sapiens GN=TSPAN10 PE=1 SV=1,TSPAN10,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3643.669650144487,1483.2366149723503,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWY8,Cilia- and flagella-associated protein 99 OS=Homo sapiens GN=CFAP99 PE=4 SV=1,CFAP99,Kidney_Glomerular,Glomerular,Homo sapiens,1293.5928190005714,2263.77360425579,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WWY8,Cilia- and flagella-associated protein 99 OS=Homo sapiens GN=CFAP99 PE=4 SV=1,CFAP99,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1562.4829426582235,3783.4238835937763,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WX08,Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,ADD3,Kidney_Glomerular,Glomerular,Homo sapiens,281767.2100521367,288174.1002512795,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WX08,Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,ADD3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,143507.45573543038,936091.8548776599,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WX99,Cadherin-4 OS=Homo sapiens GN=CDH4 PE=1 SV=1,CDH4,Kidney_Glomerular,Glomerular,Homo sapiens,1578.7000288735746,1833.0579501538652,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WX99,Cadherin-4 OS=Homo sapiens GN=CDH4 PE=1 SV=1,CDH4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,246.37552972948473,1273.232131649638,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXF0,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1,MECP2,Kidney_Glomerular,Glomerular,Homo sapiens,95358.8147076671,88213.12948355342,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXF0,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1,MECP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,130094.3861518505,251135.43483954002,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXF6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=1",NDUFS7,Kidney_Glomerular,Glomerular,Homo sapiens,2846.33732963811,5314.137171402103,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXF6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=1",NDUFS7,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2569.21399490816,3159.119292754464,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXM2,Glutathione S-transferase OS=Homo sapiens GN=GSTA3 PE=1 SV=1,GSTA3,Kidney_Glomerular,Glomerular,Homo sapiens,11926.708530674863,5940.565286274904,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXM2,Glutathione S-transferase OS=Homo sapiens GN=GSTA3 PE=1 SV=1,GSTA3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,8399.285395878747,8753.76476943385,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXV4,Hepatocyte nuclear factor 4-alpha OS=Homo sapiens GN=HNF4A PE=1 SV=1,HNF4A,Kidney_Glomerular,Glomerular,Homo sapiens,379.02431758074744,1955.0852227451041,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WXV4,Hepatocyte nuclear factor 4-alpha OS=Homo sapiens GN=HNF4A PE=1 SV=1,HNF4A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2684.1704317909503,8819.229342967292,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WY00,Unconventional myosin-Va OS=Homo sapiens GN=MYO5A PE=1 SV=1,MYO5A,Kidney_Glomerular,Glomerular,Homo sapiens,2525.502217202003,1849.4728763731935,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WY00,Unconventional myosin-Va OS=Homo sapiens GN=MYO5A PE=1 SV=1,MYO5A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2168.7198695934535,2452.9780815902036,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WY71,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=1,AP2M1,Kidney_Glomerular,Glomerular,Homo sapiens,40635.58988380143,30791.817413769797,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WY71,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=1,AP2M1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,59086.15651665931,48637.63662305687,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYA1,Unconventional myosin-XV OS=Homo sapiens GN=MYO15A PE=4 SV=1,MYO15A,Kidney_Glomerular,Glomerular,Homo sapiens,247693.0660631083,231070.50232356702,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYA1,Unconventional myosin-XV OS=Homo sapiens GN=MYO15A PE=4 SV=1,MYO15A,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,228656.507256791,145741.254641175,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYC5,Ig gamma-1 chain C region OS=Homo sapiens GN=IGHG1 PE=1 SV=1,IGHG1,Kidney_Glomerular,Glomerular,Homo sapiens,631885.8106349233,503311.5444564507,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYC5,Ig gamma-1 chain C region OS=Homo sapiens GN=IGHG1 PE=1 SV=1,IGHG1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,94508.84720372777,70644.70203296386,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYD8,Amine oxidase OS=Homo sapiens GN=AOC1 PE=1 SV=1,AOC1,Kidney_Glomerular,Glomerular,Homo sapiens,14147.33924733509,11640.568082414817,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYD8,Amine oxidase OS=Homo sapiens GN=AOC1 PE=1 SV=1,AOC1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,21967.34621871074,11278.377934768934,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYG8,Alpha-internexin OS=Homo sapiens GN=INA PE=1 SV=1,INA,Kidney_Glomerular,Glomerular,Homo sapiens,10506.46003472342,21637.847629952685,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYG8,Alpha-internexin OS=Homo sapiens GN=INA PE=1 SV=1,INA,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,15585.172349532504,10793.08338943383,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYS1,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=1,UGP2,Kidney_Glomerular,Glomerular,Homo sapiens,3430.536993499183,6578.696564193033,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYS1,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=1,UGP2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3477.52629951299,11437.8422493917,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYT3,Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1,PTGES3,Kidney_Glomerular,Glomerular,Homo sapiens,63996.77138054153,80216.26245705776,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYT3,Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1,PTGES3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,101569.39964565006,71425.76131229603,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYU1,Sorting nexin OS=Homo sapiens GN=SNX9 PE=1 SV=1,SNX9,Kidney_Glomerular,Glomerular,Homo sapiens,1029.215119653063,6116.3138401700235,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYU1,Sorting nexin OS=Homo sapiens GN=SNX9 PE=1 SV=1,SNX9,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2663.8871929285247,6661.953138332744,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYV8,Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=1,FBN2,Kidney_Glomerular,Glomerular,Homo sapiens,124031.13900176452,111786.59622095361,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FBN2,ECM Glycoproteins,Core matrisome,exact_gene,100
A0A087WYV8,Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=1,FBN2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,340441.02062148234,150426.61621610334,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FBN2,ECM Glycoproteins,Core matrisome,exact_gene,100
A0A087WYX9,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=1,COL5A2,Kidney_Glomerular,Glomerular,Homo sapiens,0.0,15.365068455657434,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL5A2,Collagens,Core matrisome,exact_gene,100
A0A087WYX9,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=1,COL5A2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,59.45001445747757,626.8591804766767,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL5A2,Collagens,Core matrisome,exact_gene,100
A0A087WYY6,Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=1,PKP1,Kidney_Glomerular,Glomerular,Homo sapiens,21113.87918082457,19869.339498665835,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WYY6,Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=1,PKP1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,40288.9611345077,34931.499758038604,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZ82,FXYD domain-containing ion transport regulator 6 OS=Homo sapiens GN=FXYD6 PE=4 SV=1,FXYD6,Kidney_Glomerular,Glomerular,Homo sapiens,4573.862286433244,6936.503560625234,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZ82,FXYD domain-containing ion transport regulator 6 OS=Homo sapiens GN=FXYD6 PE=4 SV=1,FXYD6,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,9386.5267938303,11872.516683546522,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZN1,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=1",IDH3B,Kidney_Glomerular,Glomerular,Homo sapiens,3463.7407792400677,1401.4056152607457,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZN1,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=1",IDH3B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1562.0702056780326,1383.5352818785532,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZV1,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=1,HNRNPAB,Kidney_Glomerular,Glomerular,Homo sapiens,2174.311804229597,5647.65346494043,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZV1,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=1,HNRNPAB,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,2210.2462245728216,9006.610174831107,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WZY5,Collagen alpha-6(IV) chain OS=Homo sapiens GN=COL4A6 PE=1 SV=1,COL4A6,Kidney_Glomerular,Glomerular,Homo sapiens,13703.721915653989,7921.42469909562,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL4A6,Collagens,Core matrisome,exact_gene,100
A0A087WZY5,Collagen alpha-6(IV) chain OS=Homo sapiens GN=COL4A6 PE=1 SV=1,COL4A6,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,15822.584317662302,2575.8214821731412,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL4A6,Collagens,Core matrisome,exact_gene,100
A0A087X004,"Glutaminase 2 (Liver, mitochondrial), isoform CRA_d OS=Homo sapiens GN=GLS2 PE=1 SV=1",GLS2,Kidney_Glomerular,Glomerular,Homo sapiens,941.267693730219,236.23422856377366,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X004,"Glutaminase 2 (Liver, mitochondrial), isoform CRA_d OS=Homo sapiens GN=GLS2 PE=1 SV=1",GLS2,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,12699.92154792822,8003.930865617626,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X054,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,HYOU1,Kidney_Glomerular,Glomerular,Homo sapiens,13992.731322336813,8014.9636587787,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X054,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,HYOU1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,8322.397551241083,7341.361720846747,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X0K0,Collagen alpha-1(XV) chain OS=Homo sapiens GN=COL15A1 PE=1 SV=1,COL15A1,Kidney_Glomerular,Glomerular,Homo sapiens,34457.07493680543,94495.84318943467,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL15A1,Collagens,Core matrisome,exact_gene,100
A0A087X0K0,Collagen alpha-1(XV) chain OS=Homo sapiens GN=COL15A1 PE=1 SV=1,COL15A1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,54439.47312933573,55049.25429748433,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL15A1,Collagens,Core matrisome,exact_gene,100
A0A087X0Q5,C-type lectin domain family 18 member B OS=Homo sapiens GN=CLEC18B PE=4 SV=1,CLEC18B,Kidney_Glomerular,Glomerular,Homo sapiens,7650.08161994267,11368.567547245233,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,CLEC18B,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
A0A087X0Q5,C-type lectin domain family 18 member B OS=Homo sapiens GN=CLEC18B PE=4 SV=1,CLEC18B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,14510.44074765613,12443.999858138268,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,CLEC18B,ECM-affiliated Proteins,Matrisome-associated,exact_gene,100
A0A087X0Q9,Selenoprotein O OS=Homo sapiens GN=SELO PE=1 SV=1,SELO,Kidney_Glomerular,Glomerular,Homo sapiens,20626.017993446465,13110.893915633365,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X0Q9,Selenoprotein O OS=Homo sapiens GN=SELO PE=1 SV=1,SELO,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,44395.08281327961,45747.43069136861,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X0S5,Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=1,COL6A1,Kidney_Glomerular,Glomerular,Homo sapiens,2751511.5837193667,5897824.761391317,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL6A1,Collagens,Core matrisome,exact_gene,100
A0A087X0S5,Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=1,COL6A1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,834737.7945031384,1060784.9727825483,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL6A1,Collagens,Core matrisome,exact_gene,100
A0A087X0T3,Myosin-7B OS=Homo sapiens GN=MYH7B PE=1 SV=1,MYH7B,Kidney_Glomerular,Glomerular,Homo sapiens,684.2276475443017,899.4746707659069,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X0T3,Myosin-7B OS=Homo sapiens GN=MYH7B PE=1 SV=1,MYH7B,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1976.4029807496097,456.14772999583766,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X0X3,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=1,HNRNPM,Kidney_Glomerular,Glomerular,Homo sapiens,75238.70825512806,69984.5538448022,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X0X3,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=1,HNRNPM,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,108507.33953540452,183942.338617192,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X198,PRAME family member 9/15 OS=Homo sapiens GN=PRAMEF15 PE=4 SV=1,PRAMEF15,Kidney_Glomerular,Glomerular,Homo sapiens,4095.03658937719,4986.859443217504,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X198,PRAME family member 9/15 OS=Homo sapiens GN=PRAMEF15 PE=4 SV=1,PRAMEF15,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3713.523457727053,4658.06101861126,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1J7,Glutathione peroxidase OS=Homo sapiens GN=GPX3 PE=1 SV=1,GPX3,Kidney_Glomerular,Glomerular,Homo sapiens,138972.4678166348,71689.5704313451,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1J7,Glutathione peroxidase OS=Homo sapiens GN=GPX3 PE=1 SV=1,GPX3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,331910.3087028587,79664.40356497606,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1N2,CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=1,CEBPZ,Kidney_Glomerular,Glomerular,Homo sapiens,3789.21402602069,7412.613878965068,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1N2,CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=1,CEBPZ,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3969.790358651,6082.04766159741,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1S2,Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=2,YBX1,Kidney_Glomerular,Glomerular,Homo sapiens,38879.03844051267,23758.056804584634,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1S2,Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=2,YBX1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,35888.19367559434,37957.12091247613,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1V3,Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=1,TRIM24,Kidney_Glomerular,Glomerular,Homo sapiens,21710.6763467637,11385.64157349507,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087X1V3,Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=1 SV=1,TRIM24,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,25426.3673172109,11662.39685689876,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
