Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
P97384,Annexin A11 (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50),Anxa11,Anxa11,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.326615992228334,17.209772324339667,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q00897,Alpha-1-antitrypsin 1-4 (Alpha-1 protease inhibitor 4) (Serine protease inhibitor 1-4) (Serine protease inhibitor A1d) (Serpin A1d),Serpina1d,Serpina1d,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.829678376144557,15.458205055502244,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q3V1T4,Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1),P3h1,P3h1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.498805985623111,13.361411004431687,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O88947,Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain],F10,F10,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.599565191582968,15.95530304122343,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O88207,Collagen alpha-1(V) chain,Col5a1,Col5a1,Collagens,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,19.431982139438045,19.870095975910953,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P16294,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,F9,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.368731044734853,15.573352458144546,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P58022,Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2),Loxl2,Loxl2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,12.480700496093341,12.73824059652306,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P19221,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],F2,F2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.970502937526271,16.20554952514253,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P07356,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Anxa2,Anxa2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.08788095244009,17.20830905656351,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q91X72,Hemopexin,Hpx,Hpx,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.62742785981156,16.86188179816984,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P35441,Thrombospondin-1 (Glycoprotein G),Thbs1,Thbs1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.812919425286418,15.46088649347998,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9JK53,Prolargin (Proline-arginine-rich end leucine-rich repeat protein),Prelp,Prelp,Proteoglycans,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.47886493546678,17.27872225853082,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9WUU7,Cathepsin Z (EC 3.4.18.1),Ctsz,Ctsz,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.906346142973364,16.238528852603636,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q08879,Fibulin-1 (FIBL-1) (Basement-membrane protein 90) (BM-90),Fbln1,Fbln1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.697776037459603,14.543299322400996,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9DBB9,Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit),Cpn2,Cpn2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.60859895381495,17.81395016215745,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P20918,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",Plg,Plg,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.56958952201753,16.852157144288867,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P98064,Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain],Masp1,Masp1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.29096494167332,14.424393158531881,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P97821,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],Ctsc,Ctsc,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.021907615032447,15.787940693469151,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P11087,Collagen alpha-1(I) chain (Alpha-1 type I collagen),Col1a1,Col1a1,Collagens,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.058380202533446,15.492876577760153,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q61191,Host cell factor 1 (HCF) (HCF-1) (C1 factor) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6],Hcfc1,Hcfc1,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.103156388079892,14.312210585752506,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O08677,Kininogen-1 [Cleaved into: Kininogen-1 heavy chain; Bradykinin; Kininogen-1 light chain],Kng1,Kng1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.708351596799968,17.90552656685143,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q3UH93,Plexin-D1,Plxnd1,Plxnd1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.353849545799497,15.198435556780902,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9QZJ6,Microfibrillar-associated protein 5 (MFAP-5) (Microfibril-associated glycoprotein 2) (MAGP-2),Mfap5,Mfap5,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.063450609870426,16.276054661020776,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8K482,EMILIN-2 (Basilin) (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2),Emilin2,Emilin2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.535999991794208,15.370481279360193,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q60854,Serpin B6 (Placental thrombin inhibitor) (Proteinase inhibitor 6) (PI-6),Serpinb6,Serpinb6a,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.79552687240833,16.95475526384987,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,3.0,80.0
Q62177,Semaphorin-3B (Semaphorin-A) (Sema A),Sema3b,Sema3b,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.568446422477885,14.692799101637716,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P97429,Annexin A4 (Annexin IV) (Annexin-4),Anxa4,Anxa4,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.540505162961196,16.6587226690972,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P21460,Cystatin-C (Cystatin-3),Cst3,Cst3,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.874321194202173,15.783595740022827,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P49182,Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (Serpin D1),Serpind1,Serpind1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.27805896425392,16.494858423089884,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9ESB3,Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG),Hrg,Hrg,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.995115216979553,17.296697924802448,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q62179,Semaphorin-4B (Semaphorin-C) (Sema C),Sema4b,Sema4b,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.599249804990349,14.72672872047825,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P08121,Collagen alpha-1(III) chain,Col3a1,Col3a1,Collagens,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.822959193795986,15.234577221885415,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O88322,Nidogen-2 (NID-2) (Entactin-2),Nid2,Nid2,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.762083702313895,16.86000972350771,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9R0E2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",Plod1,Plod1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.0681931105786,15.926795965417602,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q61554,Fibrillin-1 [Cleaved into: Asprosin],Fbn1,Fbn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.995104331807228,16.124368774727976,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P19788,Matrix Gla protein (MGP),Mgp,Mgp,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.09917342190216,13.23788390747484,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8VCS3,Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase),Fam20b,Fam20b,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.389384800589282,15.306950780561719,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9QZF2,Glypican-1 [Cleaved into: Secreted glypican-1],Gpc1,Gpc1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.47831578764682,16.590220738653777,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q4ZJN1,Complement C1q and tumor necrosis factor-related protein 9,C1qtnf9,C1qtnf9,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.025759550935572,15.229988095465828,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O54824,Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)],Il16,Il16,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.069635295300548,15.197322003496252,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q99JR5,Tubulointerstitial nephritis antigen-like (Adrenocortical zonation factor 1) (AZ-1) (Androgen-regulated gene 1 protein) (Tubulointerstitial nephritis antigen-related protein) (TARP),Tinagl1,Tinagl1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.318430470613409,14.48773747368219,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P41317,Mannose-binding protein C (MBP-C) (Mannan-binding protein) (RA-reactive factor P28A subunit) (RARF/P28A),Mbl2,Mbl2,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.059980880874114,15.956378018133286,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q61072,Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase),Adam9,Adam9,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.40309548953672,14.69765716574768,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q05793,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) [Cleaved into: Endorepellin; LG3 peptide],Hspg2,Hspg2,Proteoglycans,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.104870996650977,16.171792702279223,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P61148,Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Heparin-binding growth factor 1) (HBGF-1),Fgf1,Fgf1,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,18.8991079696481,18.7380274758057,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O35206,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV)],Col15a1,Col15a1,Collagens,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.900503578318542,16.833361979171656,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P51885,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lum,Lum,Proteoglycans,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.01375332442845,15.117247028320751,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q61247,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),Serpinf2,Serpinf2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.48658195021866,16.69083205469754,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8K4Q8,Collectin-12 (Collectin placenta protein 1) (CL-P1) (Scavenger receptor with C-type lectin),Colec12,Colec12,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.968105933069767,13.845468910987234,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
O70165,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),Fcn1,Fcna,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.505548814113835,15.587915644662166,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,3.0,80.0
P43025,Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein),Clec3b,Clec3b,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.121781535197854,15.050437783829345,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P70389,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),Igfals,Igfals,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.71585943922813,15.836238039648471,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P70663,SPARC-like protein 1 (Extracellular matrix protein 2) (Matrix glycoprotein Sc1),Sparcl1,Sparcl1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.366587220826332,16.296536509578267,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q8K0D2,Hyaluronan-binding protein 2 (EC 3.4.21.-) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form],Habp2,Habp2,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.654675868073356,15.756359582317243,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q3U962,Collagen alpha-2(V) chain,Col5a2,Col5a2,Collagens,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.90124213979872,14.04751519609968,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P07759,Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2),Serpina3k,Serpina3k,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.581008250760897,15.797040061828904,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
B2RPV6,Multimerin-1,Mmrn1,Mmrn1,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,14.789630607984403,15.001247046708595,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
A2ASQ1,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],Agrn,Agrn,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.746163578850592,15.65885103966961,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P54320,Elastin (Tropoelastin),Eln,Eln,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.045898747003335,15.296314736404867,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q62009,Periostin (PN) (Osteoblast-specific factor 2) (OSF-2),Postn,Postn,ECM Glycoproteins,Core matrisome,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.336616810220182,17.49491669978322,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9R098,Hepatocyte growth factor activator (HGF activator) (HGFA) (EC 3.4.21.-) [Cleaved into: Hepatocyte growth factor activator short chain; Hepatocyte growth factor activator long chain],Hgfac,Hgfac,Secreted Factors,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,15.469696912339087,15.606026658530512,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9JL15,Galectin-8 (Gal-8) (LGALS-8),Lgals8,Lgals8,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.075288842713388,16.151124889157213,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9D0F3,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58),Lman1,Lman1,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.550340340953927,16.49197802218207,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P97290,Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1),Serping1,Serping1,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,17.65230034125192,17.828378232604482,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
P14824,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),Anxa6,Anxa6,ECM-affiliated Proteins,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,16.67554212402601,16.61581462814339,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
Q9R0E1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3)",Plod3,Plod3,ECM Regulators,Matrisome-associated,Santinha_2024_Mouse_NT,Heart,Native_Tissue,Heart_Native_Tissue,Native_Tissue,Mus musculus,13.835640249892151,13.74635008286425,TMT-10plex LC-MS/MS,Santinha_2024_Mouse_NT,1.0,100.0
